Id,Date,Name,Active,JobTitle,Affiliation,Institution,GrossSalary_Year,GrossSalary_Month,GrossSalary_Month_Base,GrossSalary_Month_Supplement,GrossSalary_Month_Diets,BirthDate
180,08/11/2021,María Isabel Campuzano Martínez,1,Consejera de Educación y Cultura,Sin partido,Gobierno De Murcia,"75.670,00","6.305,83","67.116,36","8.553,64",,
181,08/11/2021,María Esperanza Moreno Reventós,0,Consejera de Educación y Cultura,Partido Popular,Gobierno De Murcia,"75.670,00",,,,,
182,08/11/2021,Carlos Albaladejo Alarcón,1,Dirección General de Innovación Educativa y Atención a la Diversidad,Sin partido,Gobierno De Murcia,"57.513,76","4.792,81",,,,
183,08/11/2021,Víctor Javier Marín Navarro,1,Dirección General de Planificación Educativa y Recursos Humanos,Sin partido,Gobierno De Murcia,"57.513,76","4.792,81",,,,
184,08/11/2021,Víctor Martínez Muñoz,1,"Secretaría General de Agua, Agricultura, Ganadería, Pesca y Medio Ambiente",Sin partido,Gobierno De Murcia,"67.058,34","5.588,20",,,,
185,08/11/2021,Juan Pedro Vera Martínez,1,Dirección General de Política Agraria Común,Sin partido,Gobierno De Murcia,"57.513,76","4.792,81",,,,
186,08/11/2021,José Gómez Ortega,1,Dirección General de Industria Alimentaria y Cooperativismo Agrario,Sin partido,Gobierno De Murcia,"57.513,76","4.792,81",,,,
187,08/11/2021,Francisco José Espejo García,1,"Dirección General de Producción Agrícola, Ganadera y del Medio Marino",Sin partido,Gobierno De Murcia,"57.513,76","4.792,81",,,,
188,08/11/2021,Fulgencio Perona Paños,1,Dirección General de Medio Natural,Sin partido,Gobierno De Murcia,"57.513,76","4.792,81",,,,
189,08/11/2021,Francisco Marín Arnaldos,1,Dirección General de Medio Ambiente,Sin partido,Gobierno De Murcia,"57.513,76","4.792,81",,,,
190,08/11/2021,José Gabriel Sánchez Torregrosa,0,"Consejero de Transparencia, Participación y Administración",Ciudadanos,Gobierno De Murcia,"75.670,00",,,,,
191,08/11/2021,Beatriz Ballesteros Palazón,0,"Consejería de Transparencia, Participación y Administración",Sin partido,Gobierno De Murcia,"75.670,00",,,,,
192,08/11/2021,Elena García Quiñones,1,"Secretaría General de Transparencia, Participación y Administración Pública",Sin partido,Gobierno De Murcia,"67.058,34","5.588,20",,,,
193,08/11/2021,David Martínez Victorio,1,Dirección General de Gobierno Abierto y Cooperación,Sin partido,Gobierno De Murcia,"57.513,76","4.792,81",,,,
194,08/11/2021,José David Hernández González,1,Dirección General de Regeneración y Modernización Administrativa,Sin partido,Gobierno De Murcia,"57.513,76","4.792,81",,,,
195,08/11/2021,Antonio Luis Mula Pérez,1,Dirección General de Seguridad Ciudadana y Emergencias,Sin partido,Gobierno De Murcia,"57.513,76","4.792,81",,,,
196,08/11/2021,Pablo Ruiz Palacios,0,Dirección General de Seguridad Ciudadana y Emergencias,Sin partido,Gobierno De Murcia,"57.513,76",,,,,
197,08/11/2021,Jaime Pérez Zulueta,1,Dirección General de Territorio y Arquitectura,Sin partido,Gobierno De Murcia,"57.513,76","4.792,81",,,,
198,08/11/2021,José Francisco Lajara Martínez,1,Dirección General de Vivienda,Sin partido,Gobierno De Murcia,"57.513,76","4.792,81",,,,
199,08/11/2021,Juan José Pedreño Planes,1,Consejería de Salud,Sin partido,Gobierno De Murcia,"75.670,00","6.305,83","67.116,36","8.553,64",,
200,08/11/2021,Marina Munuera Manzanares,1,Dirección General de Movilidad y Litoral,Sin partido,Gobierno De Murcia,"57.513,76","4.792,81",,,,
201,08/11/2021,José Jesús Guillén Pérez,1,Dirección General de Salud Pública y Adicciones,Sin partido,Gobierno De Murcia,"57.513,76","4.792,81",,,,
202,08/11/2021,Jesús Cañavate Gea,1,"Dirección General de Planificación, Investigación, Farmacia y Atención al Ciudadano",Sin partido,Gobierno De Murcia,"57.513,76","4.792,81",,,,
203,08/11/2021,Francisco Álvarez García,1,"Consejero de Empleo, Investigación y Universidades",Ciudadanos,Gobierno De Murcia,"75.670,00","6.305,83","67.116,36","8.553,64",,
204,08/11/2021,Miguel Motas Guzmán,0,"Consejero de Empleo, Investigación y Universidades",Sin partido,Gobierno De Murcia,"75.670,00",,,,,
205,08/11/2021,Tomás Francisco Fernández Martínez,1,"Secretaría General de Empleo, Investigación y Universidades",Sin partido,Gobierno De Murcia,"67.058,34","5.588,20",,,,
206,08/11/2021,Elena Avilés Hernández,0,"Secretaría General de Empleo, Investigación y Universidades",Sin partido,Gobierno De Murcia,"68.048,56",,,,,
207,08/11/2021,Josefa García León,1,Dirección General de Universidades,Sin partido,Gobierno De Murcia,"57.513,76","4.792,81",,,,
208,08/11/2021,María Isabel Fortea Gorbe,1,Dirección General de Investigación e Innovación Científica,Sin partido,Gobierno De Murcia,"57.513,76","4.792,81",,,,
209,08/11/2021,Andrés Alberto Álvarez De Cienfuegos Goicoechea,1,Dirección General de Economía Social y Trabajo Autónomo,Sin partido,Gobierno De Murcia,"57.513,76","4.792,81",,,,
210,08/11/2021,Purificación Remedios Cuadrupani Bosqued,1,Dirección General de Diálogo Social y Bienestar Laboral,Sin partido,Gobierno De Murcia,"57.513,76","4.792,81",,,,
211,08/11/2021,Manuela Marín Gómez,0,Dirección General de Diálogo Social y Bienestar Laboral,Sin partido,Gobierno De Murcia,"57.513,76",,,,,
212,08/11/2021,Mar Moreno Zarco,1,Secretaría General de la Presidencia,Sin partido,Gobierno De Murcia,"67.058,34","5.588,20",,,,
213,08/11/2021,Luis Barcala Sierra,1,Alcalde Del Ayuntamiento De Alicante,Partido Popular,Ayuntamiento De Alicante,"72.104,00","5.150,29",,,,
214,08/11/2021,María De Los Ángeles Goitia Quintana,0,Vicealcaldesa,Partido Popular,Ayuntamiento De Alicante,"51.641,96",,,,,
215,08/11/2021,María Del Carmen De España Menárguez,1,Concejal,Partido Popular,Ayuntamiento De Alicante,"59.099,00","4.221,36",,,,
216,08/11/2021,Emilio Israel Cortés Santiago,0,Cuarto Teniente de Alcalde,Partido Popular,Ayuntamiento De Alicante,"51.641,96",,,,,
217,08/11/2021,Carlos Castillo Márquez,0,Concejal con delegación,Partido Popular,Ayuntamiento De Alicante,"0,00",,,,,
218,08/11/2021,José Ramón González González,1,Concejal,Partido Popular,Ayuntamiento De Alicante,"59.099,00","4.221,36",,,,
219,08/11/2021,María Dolores Padilla Olba,0,Concejal con delegación,Partido Popular,Ayuntamiento De Alicante,"51.641,96",,,,,
220,08/11/2021,Marisa Gayo Madera,0,Concejal con delegación,Partido Popular,Ayuntamiento De Alicante,"51.641,96",,,,,
221,08/11/2021,Eva Montesinos Mas,0,Concejala. Portavoz PSOE,PSOE,Ayuntamiento De Alicante,"51.641,96",,,,,
222,08/11/2021,Fernando Marcos Mena,0,Concejal,PSOE,Ayuntamiento De Alicante,"36.149,33",,,,,
223,08/11/2021,Gloria Vara Giner,0,Concejala,PSOE,Ayuntamiento De Alicante,"48.199,11",,,,,
224,08/11/2021,Miguel Castelló Hernández,0,Concejal y portavoz adjunto PSOE,PSOE,Ayuntamiento De Alicante,"48.199,11",,,,,
225,08/11/2021,Rosana Arques Vicente,0,Concejala,PSOE,Ayuntamiento De Alicante,"36.149,33",,,,,
226,08/11/2021,Miguel Ángel Pavón García,0,Concejal y portavoz Guanyar Alacant,Guanyar Alacant,Ayuntamiento De Alicante,"51.641,96",,,,,
227,08/11/2021,Julia Angulo Girón,0,Concejala,Guanyar Alacant,Ayuntamiento De Alicante,"48.199,11",,,,,
228,08/11/2021,Marisol Moreno Martínez,0,Concejala,Guanyar Alacant,Ayuntamiento De Alicante,"48.199,11",,,,,
229,08/11/2021,Daniel Simón Pla,0,Concejal,Guanyar Alacant,Ayuntamiento De Alicante,"36.149,33",,,,,
230,08/11/2021,Shaila Villar García,0,Concejal,Guanyar Alacant,Ayuntamiento De Alicante,"36.149,33",,,,,
231,08/11/2021,Antonio Joaquín Manresa Balboa,1,Concejal,Ciudadanos,Ayuntamiento De Alicante,"59.099,00","4.221,36",,,,
232,08/11/2021,Vicente Buades Carreño,0,Concejal,Ciudadanos,Ayuntamiento De Alicante,"48.199,11",,,,,
233,08/11/2021,Juan Francisco Escudero Pérez,0,Concejal,Ciudadanos,Ayuntamiento De Alicante,"36.149,33",,,,,
234,08/11/2021,María José Molina Martínez,0,Concejala,Ciudadanos,Ayuntamiento De Alicante,"36.149,33",,,,,
235,08/11/2021,Natxo Bellido Suay,1,Concejal,Compromís,Ayuntamiento De Alicante,"52.653,00","3.760,93",,,,
236,08/11/2021,María José Espuch Svoboda,0,Concejala y portavoz adjunta Compromí,Compromís,Ayuntamiento De Alicante,"48.199,11",,,,,
237,08/11/2021,Sonia Tirado González,0,Concejala,Compromís,Ayuntamiento De Alicante,"36.149,33",,,,,
238,08/11/2021,Nerea Belmonte Aliaga,0,Concejala no adscrita,Sin partido,Ayuntamiento De Alicante,"0,00",,,,,
239,08/11/2021,Fernando Sepulcre González,0,Concejal no adscrito,Sin partido,Ayuntamiento De Alicante,"0,00",,,,,
240,08/11/2021,Carlos Mazón Guixot,1,Concejal,Partido Popular,Ayuntamiento De Alicante,"0,00","0,00",,,,
241,08/11/2021,Julia María Llopis Noheda,1,Concejal,Partido Popular,Ayuntamiento De Alicante,"59.099,00","4.221,36",,,,
242,08/11/2021,Manuel Jiménez Ortiz,1,Concejal,Partido Popular,Ayuntamiento De Alicante,"59.099,00","4.221,36",,,,
243,08/11/2021,Antonio Vicente Peral Villar,1,Concejal,Partido Popular,Ayuntamiento De Alicante,"59.099,00","4.221,36",,,,
244,08/11/2021,Manuel Villar Sola,1,Concejal,Partido Popular,Ayuntamiento De Alicante,"59.099,00","4.221,36",,,,
245,08/11/2021,Lidia López Rodríguez,1,Concejal,Partido Popular,Ayuntamiento De Alicante,"59.099,00","4.221,36",,,,
246,08/11/2021,Paco Sanguino Oliva,1,Concejal,PSOE,Ayuntamiento De Alicante,"52.653,00","3.760,93",,,,
247,08/11/2021,Maria Trinidad Amoros Fillol,1,Concejal,PSOE,Ayuntamiento De Alicante,"52.653,00","3.760,93",,,,
248,08/11/2021,Miguel Millana Sansaturio,1,Concejal,PSOE,Ayuntamiento De Alicante,"39.489,75","2.820,70",,,,
249,08/11/2021,Lara López Pérez,1,Concejal,PSOE,Ayuntamiento De Alicante,"52.653,00","3.760,93",,,,
250,08/11/2021,Raúl Ruiz Corchero,1,Concejal,PSOE,Ayuntamiento De Alicante,"52.653,00","3.760,93",,,,
251,08/11/2021,Dolores Vílchez López,1,Concejal,PSOE,Ayuntamiento De Alicante,"39.489,75","2.820,70",,,,
252,08/11/2021,Manuel Marín Bernal,1,Concejal,PSOE,Ayuntamiento De Alicante,"39.489,75","2.820,70",,,,
253,08/11/2021,Llanos Del Mar Cano Ochando,1,Concejal,PSOE,Ayuntamiento De Alicante,"39.489,75","2.820,70",,,,
254,08/11/2021,Manuel Martínez Martínez,1,Concejal,PSOE,Ayuntamiento De Alicante,"52.653,00","3.760,93",,,,
255,08/11/2021,José Luis Berenguer Serrano,1,Concejal,Ciudadanos,Ayuntamiento De Alicante,"0,00","0,00",,,,
256,08/11/2021,Adrián Santos Perez Navarro,1,Concejal,Ciudadanos,Ayuntamiento De Alicante,"59.099,00","4.221,36",,,,
257,08/11/2021,María Conejero Requena,1,Concejal,Ciudadanos,Ayuntamiento De Alicante,"59.099,00","4.221,36",,,,
258,08/11/2021,Xavier López Díez,1,Concejal,Podem EUPV,Ayuntamiento De Alicante,"52.653,00","3.760,93",,,,
259,08/11/2021,Vanessa Romero Algaba,1,Concejal,Podem EUPV,Ayuntamiento De Alicante,"39.489,75","2.820,70",,,,
260,08/11/2021,Rafael Más Muñoz,1,Concejal,Compromís,Ayuntamiento De Alicante,"39.489,75","2.820,70",,,,
261,08/11/2021,Mario Ortola Martínez,1,Concejal,VOX,Ayuntamiento De Alicante,"52.653,00","3.760,93",,,,
262,08/11/2021,José Juan Bonet Dura,1,Concejal,VOX,Ayuntamiento De Alicante,"39.489,75","2.820,70",,,,
263,08/11/2021,Óscar Puente Santiago,1,Alcalde Del Ayuntamiento De Valladolid,PSOE,Ayuntamiento De Valladolid,"86.814,28","6.201,02",,,,15/11/1968
264,08/11/2021,Ana Redondo García,1,Concejal de Cultura y Turismo,PSOE,Ayuntamiento De Valladolid,"79.971,00","5.712,21",,,,
265,08/11/2021,Luis Angel Vélez Santiago,1,Concejal de Movilidad y Espacio Urbano,PSOE,Ayuntamiento De Valladolid,"79.971,00","5.712,21",,,,
266,08/11/2021,Victoria Soto Olmedo,1,"Concejala de Igualdad, Educación y Juventud",PSOE,Ayuntamiento De Valladolid,"79.971,00","5.712,21",,,,
267,08/11/2021,Antonio Gato Casado,0,"Concejal de Hacienda, Función Pública y Promoción Económica",PSOE,Ayuntamiento De Valladolid,"70.174,44",,,,,
268,08/11/2021,Rafaela Romero Viosca,1,Concejal de Servicios Sociales y Mediación Comunitaria,PSOE,Ayuntamiento De Valladolid,"79.971,00","5.712,21",,,,
269,08/11/2021,Pedro Herrero García,1,Concejal de Planificación y Recursos,PSOE,Ayuntamiento De Valladolid,"79.971,00","5.712,21",,,,
270,08/11/2021,María Rosario Fernández De Pedro,0,Concejal PSOE,PSOE,Ayuntamiento De Valladolid,"57.746,50",,,,,
271,08/11/2021,Manuel Saravia Madrigal,1,Teniente de Alcalde y Concejal de Planeamiento Urbanístico y Vivienda,TOMA LA PALABRA,Ayuntamiento De Valladolid,"79.917,00","5.708,36",,,,27/04/1953
272,08/11/2021,María Sánchez Esteban,1,Concejal de Medio Ambiente y Desarrollo Sostenible,TOMA LA PALABRA,Ayuntamiento De Valladolid,"79.917,00","5.708,36",,,,
273,08/11/2021,Alberto Bustos García,1,Concejal de Participación Ciudadana y Deportes,TOMA LA PALABRA,Ayuntamiento De Valladolid,"79.917,00","5.708,36",,,,
274,08/11/2021,Rosalba Fonteriz García,0,Concejala,Valladolid Toma la Palabra,Ayuntamiento De Valladolid,"0,00",,,,,
275,08/11/2021,María Del Rosario Chávez Muñoz,1,"Concejala de Innovación, Desarrollo Económico, Empleo y Comercio",PSOE,Ayuntamiento De Valladolid,"79.971,00","5.712,21",,,,
276,08/11/2021,Héctor Gallego Blanco,0,Concejal,Sí se puede,Ayuntamiento De Valladolid,"0,00",,,,,
277,08/11/2021,Gloria Reguero Mélida,0,Concejala,Sí se puede,Ayuntamiento De Valladolid,"0,00",,,,,
278,08/11/2021,Jesús Julio Carnero García,1,"Consejero de Agricultura, Ganadería y Desarrollo Rural",Partido Popular,Junta De Castilla Y León,"83.577,98","5.969,86",,,,05/03/1964
279,08/11/2021,Carlos Basilio Fernández Rodríguez,0,Concejal,Partido Popular,Ayuntamiento De Valladolid,"0,00",,,,,
280,08/11/2021,Mª Mercedes Cantalapiedra Álvarez,0,Concejala,Partido Popular,Ayuntamiento De Valladolid,"19.036,19",,,,,
281,08/11/2021,Rosa Isabel Hernández Del Campo,0,Concejala,Partido Popular,Ayuntamiento De Valladolid,"0,00",,,,,
282,08/11/2021,Jesús Enríquez Tauler,0,Concejal,Partido Popular,Ayuntamiento De Valladolid,"57.746,50",,,,,
283,08/11/2021,Fernando Rubio Ballestero,0,Concejal,Partido Popular,Ayuntamiento De Valladolid,"0,00",,,,,
284,08/11/2021,Mª Teresa Martínez Jiménez,0,Concejala,Partido Popular,Ayuntamiento De Valladolid,"19.036,19",,,,,
285,08/11/2021,José Antonio Martínez Bermejo,1,Concejal,Partido Popular,Ayuntamiento De Valladolid,"13.800,00","985,71",,,,
286,08/11/2021,Mª Victoria Díez Arce,0,Concejala,Partido Popular,Ayuntamiento De Valladolid,"0,00",,,,,
287,08/11/2021,Francisco De Borja García Carvajal,0,Concejal,Partido Popular,Ayuntamiento De Valladolid,"0,00",,,,,
288,08/11/2021,Araceli Valdés Tremiño,1,Directora General de Recursos Humanos,Sin partido,Junta De Castilla Y León,"65.123,45","4.651,68",,,,
289,08/11/2021,José San José Merinero,0,Concejal,Partido Popular,Ayuntamiento De Valladolid,"0,00",,,,,
290,08/11/2021,Pilar Vicente Tomás,0,Concejala,Ciudadanos,Ayuntamiento De Valladolid,"0,00",,,,,
291,08/11/2021,Jesús Javier Presencio Peña,0,Concejal,No adscrito,Ayuntamiento De Valladolid,"0,00",,,,,
292,08/11/2021,Juan Manuel Sanz Ruiz,1,Gerente Fundación Municipal de Cultura,Sin partido,Ayuntamiento De Valladolid,"83.647,04","5.974,79",,,,
293,08/11/2021,Francisco De Borja Lara,0,Gerente Fundación Municipal de Deportes,Sin partido,Ayuntamiento De Valladolid,"71.873,03",,,,,
294,08/11/2021,Javier Angulo Barturen,1,Director Artístico Semana Internacional de Cine de Valladolid,Sin partido,Ayuntamiento De Valladolid,"75.379,31","5.384,24",,,,
295,08/11/2021,Andrés Manuel Bernabé,0,Gerente AUVASA,Sin partido,Ayuntamiento De Valladolid,"103.499,97",,,,,
296,08/11/2021,Elena Dolores Martín Mantecón,1,Gerente Sociedad Municipal de Suelo y Vivienda de Valladolid S.L. (VIVA),Sin partido,Ayuntamiento De Valladolid,"67.748,52","4.839,18",,,,
297,08/11/2021,Isabel Mateo,1,"Gerente Sociedad Mixta para la Promoción del Turismo de Valladolid, S.L.",Sin partido,Ayuntamiento De Valladolid,"70.518,28","5.037,02",,,,
298,08/11/2021,Inés Rodríguez Hidalgo,1,Director Museo de la Ciencia,Sin partido,Ayuntamiento De Valladolid,"60.781,00","4.341,50",,,,
299,08/11/2021,Javier Hontoria,1,Gerente Museo Patio Herreriano,Sin partido,Ayuntamiento De Valladolid,"54.052,13","3.860,87",,,,
300,08/11/2021,José Antonio Otero Rodríguez,1,Concejal de Salud Pública y Seguridad Ciudadana,PSOE,Ayuntamiento De Valladolid,"79.971,00","5.712,21",,,,
301,08/11/2021,María Del Carmen Jiménez Borja,1,Concejal delegada especial de Convivencia y Mediación Comunitaria,PSOE,Ayuntamiento De Valladolid,"65.619,00","4.687,07",,,,
302,08/11/2021,Juan Carlos Hernández Moreno,1,Concejal delegado especial de Recursos Humanos,PSOE,Ayuntamiento De Valladolid,"70.174,44","5.012,46",,,,
303,08/11/2021,María Del Pilar Del Olmo Moro,1,Concejal,Partido Popular,Ayuntamiento De Valladolid,"13.800,00","985,71",,,,
304,08/11/2021,José Antonio De Santiago-Juárez López,1,Concejal,Partido Popular,Ayuntamiento De Valladolid,"13.800,00","985,71",,,,01/01/1951
305,08/11/2021,Irene Núñez Martín,1,Concejala,Partido Popular,Ayuntamiento De Valladolid,"13.800,00","985,71",,,,
306,08/11/2021,Maria De Diego Durantez,1,Concejal,Partido Popular,Ayuntamiento De Valladolid,"65.619,00","4.687,07",,,,
307,08/11/2021,Rodrigo Nieto García,1,Concejal,Partido Popular,Ayuntamiento De Valladolid,"0,00","0,00",,,,
308,08/11/2021,Marta López De La Cuesta,1,Concejal,Partido Popular,Ayuntamiento De Valladolid,"13.800,00","985,71",,,,
309,08/11/2021,Martín José Fernández Antolín,1,Concejal,Ciudadanos,Ayuntamiento De Valladolid,"65.619,00","4.687,07",,,,
310,08/11/2021,María Gema Gómez Olmos,1,Concejal,Ciudadanos,Ayuntamiento De Valladolid,"13.800,00","985,71",,,,
311,08/11/2021,Pedro Vicente De Pedro,1,Concejal,Ciudadanos,Ayuntamiento De Valladolid,"13.800,00","985,71",,,,
312,08/11/2021,Javier García Bartolomé,1,Concejal,VOX,Ayuntamiento De Valladolid,"65.619,00","4.687,07",,,,
313,08/11/2021,Alberto Palomino Echegoyen,1,Concejal,PSOE,Ayuntamiento De Valladolid,"13.800,00","985,71",,,,
314,08/11/2021,Álvaro Fernández Heredia,1,Gerente AUVASA,Sin partido,Ayuntamiento De Valladolid,"103.499,97","7.392,86",,,,
315,08/11/2021,Francisco De Paula Blanco Alonso,1,Concejal,Partido Popular,Ayuntamiento De Valladolid,"0,00","0,00",,,,
316,08/11/2021,Carlos Paramio Conde,1,Concejal,Sin partido,Ayuntamiento De Valladolid,"0,00","0,00",,,,
317,08/11/2021,Gorka Urtaran Aguirre,1,Alcalde Del Ayuntamiento De Vitoria-Gasteiz,EAJ-PNV,Ayuntamiento De Vitoria-Gasteiz,"87.655,82","6.261,13",,,,
318,08/11/2021,Maria Itziar Gonzalo De Zuazo,0,Tte. Alcalde,EAJ-PNV,Ayuntamiento De Vitoria-Gasteiz,"75.767,09",,,,,
319,08/11/2021,Pedro Máximo Lopez De Munain Lopez De Luzuriaga,0,Tte. Alcalde,PSE-EE,Ayuntamiento De Vitoria-Gasteiz,"71.405,62",,,,,
320,08/11/2021,Iñaki Prusilla Muñoz,0,Concejal Delegado Área de Gobierno,EAJ-PNV,Ayuntamiento De Vitoria-Gasteiz,"67.153,54",,,,,
321,08/11/2021,Nerea Melgosa Vega,0,Concejal Delegado Área de Gobierno,EAJ-PNV,Ayuntamiento De Vitoria-Gasteiz,"67.153,54",,,,,
322,08/11/2021,Jaione Aguirre López De Araya,0,Concejal Delegado Área de Gobierno,EAJ-PNV,Ayuntamiento De Vitoria-Gasteiz,"71.520,50",,,,,
323,08/11/2021,Maria Isabel Martinez Diaz De Zugazua,0,Concejal Delegado Área de Gobierno,PSE-EE,Ayuntamiento De Vitoria-Gasteiz,"67.101,51",,,,,
324,08/11/2021,Carlos Zapatero Berdonces,0,Concejal Delegado Área de Gobierno,PSE-EE,Ayuntamiento De Vitoria-Gasteiz,"73.724,23",,,,,
325,08/11/2021,Estibaliz Canto Llorente,1,Concejal,PSE-EE,Ayuntamiento De Vitoria-Gasteiz,"71.682,94","5.120,21",,,,
326,08/11/2021,Leticia Comerón Refojos,1,Concejal,Partido Popular,Ayuntamiento De Vitoria-Gasteiz,"71.682,94","5.120,21",,,,12/11/1982
327,08/11/2021,Jorge Hinojal Sotomayor,0,Concejal Portavoz,Sumando Hemen Gaude,Ayuntamiento De Vitoria-Gasteiz,"67.049,48",,,,,
328,08/11/2021,Óscar Fernández Martín,1,Concejal,ELKARREKIN PODEMOS - IRABAZI,Ayuntamiento De Vitoria-Gasteiz,"71.682,94","5.120,21",,,,
329,08/11/2021,Ane Aristi Alberdi,0,Concejala Pres. Comis.,EH BILDU GASTEIZ,Ayuntamiento De Vitoria-Gasteiz,"37.465,66",,,,,
330,08/11/2021,Antxon Belakortu Preciado,0,Concejal Pres. Comis.,EH BILDU GASTEIZ,Ayuntamiento De Vitoria-Gasteiz,"50.059,20",,,,,
